#4K频道#,genre#
欢笑剧场4K,http://223.167.245.215:8001/rtp/239.45.1.4:5140
欢笑剧场4K,http://A/ku9/py/socks5.py?ip=111.2.64.140:12200&u=http://hwltc.tv.cdn.zj.chinamobile.com/PLTV/88888888/224/3221230782/1/index.m3u8?fmt=ts2hls
欢笑剧场4K,http://A/ku9/py/socks5.py?ip=120.226.12.155:31167&u=http://39.134.13.35:6610/000000001000/5000000007000010001/1.m3u8?channel-id=bestzb&Contentid=5000000007000010001&livemode=1&stbId=lzz123
欢笑剧场4K,http://A/ku9/py/socks5.py?ip=120.226.12.155:31167&u=http://39.134.13.35:6610/000000001000/2000000002000000016/1.m3u8?channel-id=hnbblive&Contentid=2000000002000000016&livemode=1&stbId=lzz123
欢笑剧场4K,http://A/ku9/py/socks5.py?ip=120.226.12.155:31167&u=http://39.134.13.35:6610/000000001000/5000000002000009455/1.m3u8?channel-id=bestzb&Contentid=5000000002000009455&livemode=1&stbId=lzz123
深圳卫视4K,https://migu.188766.xyz/?migutoken=3100906f039cd53c8274bdf515d565e3&id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86&pp=1
深圳卫视4K,https://migu.188766.xyz/?migutoken=6dbfdaaddc42715e00238b7ddf205493&id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86&pp=1
深圳卫视4K,https://livepull-tcms.sztv.com.cn:443/live/sz4Kpgm.m3u8
深圳卫视4K,http://8.138.7.223/tv/gd.php?id=0201
深圳卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.1.14:5146
深圳卫视4K,http://27.184.29.189:4022/rtp/239.254.201.68:6000
深圳卫视4K,https://migu.188766.xyz/?migutoken=667464b73a18c58c0842f529b1defce6&id=%E6%B7%B1%E5%9C%B3%E5%8D%AB%E8%A7%86&pp=1
深圳卫视4K,http://106.53.99.30/tv/api.php?id=szws4k
深圳卫视4K,https://live.catvod.com/iptv.php?id=szws4k&token=7f16b67a8cd10f7abcfd08fc66cd11ea967c8ea8d067d708a2d6ffccc1366dec%3A1766193519%3ANjguMTU0LjExNy4zNQ%3D%3D
深圳卫视4K,http://A/ku9/js/湖南广电湘西卫视专用.js?id=dfws4K&key=hungd
深圳卫视4K,http://A/ku9/py/socks5.py?ip=110.89.134.242:34543&u=http://27.148.240.185/PLTV/88888888/224/3221227408/1.m3u8
深圳卫视4K,http://A/ku9/py/socks5.py?ip=120.226.12.155:31167&u=http://36.158.166.3:8089/180000001002/32025061216044934209640975946187/main.m3u8
深圳卫视4K,http://A/ku9/py/socks5.py?ip=43.143.194.203:23056&u=http://hwvod.yn.chinamobile.com/PLTV/88888894/224/3221226433/1.m3u8
深圳卫视4K,http://101.35.240.114:88/live.php?id=深圳卫视
深圳卫视4K,http://nn.7x9d.cn/深圳最新.php?id=szws4k
百事通少儿4K,http://116.235.57.12:4022/rtp/239.45.1.1:5140
百事通少儿4K,http://180.154.61.39:4022/rtp/239.45.1.1:5140
百事通少儿4K,http://180.165.12.90:4022/rtp/239.45.1.1:5140
百事通少儿4K,http://180.165.18.57:4022/rtp/239.45.1.1:5140
百事通少儿4K,http://180.165.2.27:9898/rtp/239.45.1.1:5140
百事通少儿4K,http://180.165.26.251:4022/rtp/239.45.1.1:5140
百事通少儿4K,http://223.167.230.34:4022/rtp/239.45.1.1:5140
百事通少儿4K,http://223.167.245.215:8001/rtp/239.45.1.1:5140
百事通电影4K,http://116.235.57.12:4022/rtp/239.45.1.42:5140
百事通电影4K,http://116.235.57.12:4022/rtp/239.45.3.107:5140
百事通电影4K,http://180.154.61.39:4022/rtp/239.45.1.42:5140
百事通电影4K,http://180.154.61.39:4022/rtp/239.45.3.107:5140
百事通电影4K,http://180.165.12.90:4022/rtp/239.45.1.42:5140
百事通电影4K,http://180.165.12.90:4022/rtp/239.45.3.107:5140
百事通电影4K,http://180.165.18.57:4022/rtp/239.45.1.42:5140
百事通电影4K,http://180.165.18.57:4022/rtp/239.45.3.107:5140
百事通电影4K,http://180.165.2.27:9898/rtp/239.45.1.42:5140
百事通电影4K,http://180.165.2.27:9898/rtp/239.45.3.107:5140
百事通电影4K,http://180.165.26.251:4022/rtp/239.45.1.42:5140
百事通电影4K,http://180.165.26.251:4022/rtp/239.45.3.107:5140
百事通电影4K,http://223.167.230.34:4022/rtp/239.45.1.42:5140
百事通电影4K,http://223.167.230.34:4022/rtp/239.45.3.107:5140
百事通电影4K,http://223.167.245.215:8001/rtp/239.45.1.42:5140
百事通电影4K,http://223.167.245.215:8001/rtp/239.45.3.107:5140
百事通纪实4K,http://116.235.57.12:4022/rtp/239.45.1.10:5140
百事通纪实4K,http://180.154.61.39:4022/rtp/239.45.1.10:5140
百事通纪实4K,http://180.165.12.90:4022/rtp/239.45.1.10:5140
百事通纪实4K,http://180.165.18.57:4022/rtp/239.45.1.10:5140
百事通纪实4K,http://180.165.2.27:9898/rtp/239.45.1.10:5140
百事通纪实4K,http://180.165.26.251:4022/rtp/239.45.1.10:5140
百事通纪实4K,http://223.167.230.34:4022/rtp/239.45.1.10:5140
百事通纪实4K,http://223.167.245.215:8001/rtp/239.45.1.10:5140
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
苏州4K,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=sz4k&key=湘西卫视QQ群121797010
苏州4K,http://liveshowbak2.kan0512.com/norecord/csztv4k_4k.m3u8

#央视频道#,genre#
CCTV1,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226737/1.m3u8
CCTV1,http://112.99.193.34:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV1,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Epd7QgO4HFWH0z34SUb2Vs%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192714%2C%2C%2C20240420192714%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226016/index.m3u8
CCTV1,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226338/1.m3u8
CCTV1,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226559/index.m3u8
CCTV1,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://122.70.160.24:2380/ywotttv.bj.chinamobile.com/PLTV/88888888/224/3221226933/1.m3u8
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=20251220200205ac29d2e0a1a14d0c8d9447e5aef2f580&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20251220200205&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20251220200205&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.12.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1c9f5555846d548009b8bf3588d965b9&sv=10004&ct=android
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=20251220200205ac29d2e0a1a14d0c8d9447e5aef2f580&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20251220200205&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20251220200205&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.12.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=1c9f5555846d548009b8bf3588d965b9&sv=10004&ct=android$仅供娱乐
CCTV1,http://m.061899.xyz/mg/cctv1$切勿商用
CCTV1,http://yp.qqqtv.top/1/api.php?id=CCTV-1HD&auth=666858
CCTV1,http://api.kkitv.itv888.cn:8080/hls/f5fuln3kthe/index.m3u8
CCTV1,http://112.46.105.20:8009/hls/501/index.m3u8
CCTV1,http://112.132.10.54:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=0&authid=0
CCTV1,http://153.0.171.163:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,https://migu.188766.xyz/?migutoken=9835b51582dd7ceadbbe6f7786fc81eb&id=CCTV1&type=yy
CCTV1,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20251125100053467c39a6f3234e6baa9aff7c572c38a2&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20251125100053&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=106.13.250.88&SecurityKey=20251125100053&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.11.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=fe508f06153d90cafdae5610e38f521f&ddCalcu=ff1ee252508f808f30e60115635de9a0dcfa
CCTV1,http://hlsztemgsplive.miguvideo.com:8080/wd_r2/cctv/cctv1hd/600/index.m3u8?msisdn=2025122008020333b58bdbd780404a9d7a4764343ed913&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20251220080203&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20251220080203&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=WX-A1-8.12.1-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&encrypt=d5efd2c45a079377de4fb978166c1e8b&sv=10004&ct=android
CCTV1,http://m.061899.xyz/mg/cctv1
CCTV1,http://bxtv.3a.ink/api.php?id=cctv1
CCTV1,http://go.bkpcp.top/mg/cctv1
CCTV1,http://111.221.137.155:44330/tsfile/live/0001_1.m3u8?key=txiptv
CCTV1,http://183.222.242.31:8088/hls/1/index.m3u8
CCTV1,http://61.184.46.85:9901/tsfile/live/0001_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV1,http://112.27.235.94:8000/hls/1/index.m3u8
CCTV1,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk33
CCTV1,http://yc.myds.me:35455/itv/1000000005000265001.m3u8?cdn=ystenlive
CCTV1,http://zjzcf.synology.me:35455/gaoma/cctv1.m3u8
CCTV1,http://[2409:8087:1a15:10d1::36]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://[2409:8087:1a15:10d1::34]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1%20%E7%BB%BC%E5%90%88
CCTV1,https://iptv.catvod.com/live.php?id=CCTV-1
CCTV1,https://live.catvod.com/iptv.php?id=rthk33&token=a8f25755af3840878a6defd4b84956b65491a0819508bc848b6d6157c1d5097b%3A1766193519%3ANjguMTU0LjExNy4zNQ%3D%3D
CCTV1,https://live.catvod.com/live.php?id=cctv1&token=1df646056ad6452c068c648c18563442daa8a319a7fb29bf5baaadfc59157d17%3A1766193519%3ANjguMTU0LjExNy4zNQ%3D%3D
CCTV1,http://A/ku9/js/湘西卫视QQ群121797010咪咕专用.js?id=cctv1&key=湘西卫视QQ群121797010
CCTV1,http://A/ku9/js/cctvnews.js?id=cctv1
CCTV1,http://PLTV/ku9/py/mg.py?id=608807420
CCTV1,http://PLTV/ku9/py/socks5.py?u=http://39.134.67.108/PLTV/88888888/224/3221225816/1.m3u8&ip=111.43.114.137:1080
CCTV1,http://PLTV/ku9/py/socks5.py?u=http://39.134.67.108/PLTV/88888888/224/3221226119/1.m3u8&ip=111.43.114.137:1080
CCTV1,http://A/ku9/py/socks5.py?ip=111.42.183.124:2022&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=111.42.183.124:2022&u=http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226559/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=112.5.173.148:63180&u=http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225812/.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=112.5.173.148:63180&u=http://ott.fj.chinamobile.com/PLTV/88888888/224/3221225829/.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=112.5.173.148:63180&u=http://ott.fj.chinamobile.com/PLTV/88888888/224/3221227243/.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=112.5.173.148:63180&u=http://ott.fj.chinamobile.com/PLTV/88888888/224/3221226908/.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221225530/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227375/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227289/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227462/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221226316/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227641/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221228213/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221228075/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221228049/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227311/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227725/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221228146/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227023/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227292/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227467/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227634/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227675/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227431/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227494/index.m3u8
CCTV1,http://A/ku9/py/socks5.py?ip=121.37.142.154:49810&u=http://ott.mobaibox.com/PLTV/4/224/3221227644/index.m3u8
