更新时间,#genre#
北京卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.91:5140
北京卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.92:5140
北京卫视4K,http://220.169.109.72:802/udp/239.76.253.246:9000
北京卫视4K,http://49.235.65.250:600/beijing/beijing.php?id=bjws4k
北京IPTV4K,http://39.134.135.80/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?zoneoffset=480&servicetype=1&icpid=88888888&limitflux=-1&limitdur=-1&tenantId=8601&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~Q8NsqL2Ii48SUgC4QMl6hh6MtnXuZ2CwNhT-dTFoMLL2G3Q2BYmATYXRv1nKmDi5C1jJAt50zoNF4cIM-01_7rCa0ZemjVk37nsYr4Zr0bk~ExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240802122114%2C162944%2C119.123.69.186%2C20240802122114%2C10000100000000050000000003887500%2C162944%2C-1%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266388_0%2CEND&GuardEncType=2&RTS=1729247386&from=6&ocs=2_39.135.238.65_80&popid=6&hms_devid=3771&prioritypopid=6&vqe=31%2C0%2C1%2C%2C%2C2%2C%2C%2C%2C2%2C%2C10000100000000060000000007266388_0%2CEND&GuardEncType=2&RTS=1729247386&from=6&ocs=2_39.135.238.65_80&popid=6&hms_devid=3771&prioritypopid=6&vqe=3
北京IPTV4K,http://[2409:8087:1:20:20::26]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPPFD3HVWEytEVyliOxehfe%2CEND
北京IPTV4K,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?
北京IPTV4K,http://[2409:8087:8:21::04]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?
北京IPTV4K,http://[2409:8087:8:21::04]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226550/1.m3u8?GuardEncType=2&accountinfo=~~V2.0~e2qS8h6u-xp3gd50vNr1sw~_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNPPFD3HVWEytEVyliOxehfe%2CEND
湖南卫视4K,http://hlsal-ldvt.qing.mgtv.com/nn_live/nn_x64/dWlwPTEyNy4wLjAuMSZ1aWQ9cWluZy1jbXMmbm5fdGltZXpvbmU9OCZjZG5leF9pZD1hbF9obHNfbGR2dCZ1dWlkPTliODY4NmU5ZTM2YzYwMmMmZT02OTE0NjA0JnY9MSZpZD1ITldTWkdTVCZzPTcwN2RiYTc2YzJjNmJmMTQ4MmUyZGYzOWU2NWM3YWFi/HNWSZGST.m3u8
浙江卫视4K,https://play-qukan.cztv.com/live/1758879019692345.m3u8
广东卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.94:5140
广东卫视4K,http://106.53.99.30/tv/api.php?id=gdws
广东卫视4K,http://106.53.99.30/tv/api.php?id=gdws4k
广东卫视4K,http://58.253.171.138:8188/udp/239.0.1.169:6030
广东民生,http://wmh.wmh.ink:6633/udp/239.77.0.225:5146
广东综艺4K,http://117.141.162.238:8181/tsfile/live/faacts/1010_1.m3u8?key=txiptv&playlive=1&authid=0
广东综艺4K,http://117.141.162.238:8181/tsfile/live/1010_1.m3u8?key=txiptv&playlive=0&authid=0
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=babbcbacdbcf13a3311a264e4dd66b8d&txTime=191b60b41a7
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=550af55c0ea34ce492748481415b6dfa&txTime=1903e7b17de
广州南国都市,https://tencentplay.gztv.com/live/nanguodushi.m3u8?txSecret=625e905c507ada3ba448431044224948&txTime=194d0c43cd7
广州南国都市,http://tencentplaygsm.gztv.com/live/nanguodushi.m3u8
华数4K视界,http://nas.201606.xyz:4022/udp/239.11.0.120:5140
华数爱上4K,http://106.86.155.81:20001/rtp/235.254.198.102:7980
华数爱上4K,http://114.241.254.251:4022/rtp/239.3.1.236:2000
咪咕体育4K,http://gslbserv.itv.cmvideo.cn:80/3000000010000005180/1.m3u8?channel-id=FifastbLive&Contentid=3000000010000005180&livemode=1&stbId=fy666
上海欢笑剧场4K,http://117.174.25.254:8188/rtp/239.0.0.201:5140
上海欢笑剧场4K,http://220.169.109.72:802/udp/239.76.254.66:9000
上海欢笑剧场4K,http://42.92.195.108:10000/udp/239.255.29.7:8231
深圳卫视4K,http://nas.201606.xyz:4022/rtp/239.10.0.93:5140
深圳卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.1.14:5146
深圳卫视4K,http://go.bkpcp.top/mg/szws
深圳卫视4K,http://j.s.bkpcp.top/jj/szws
深圳卫视4K,https://cdn3.163189.xyz/163189/szws4k
中国移动4K,http://[2409:8087:8:21::16]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226400/1.m3u8?
河北4K,https://event.pull.hebtv.com:443/live/live101.m3u8
河北4K,http://106.53.99.30/tv/api.php?id=hebtv4k
苏州4K,https://tylive.kan0512.com/norecord/csztv4k_4k.m3u8
苏州4K,https://live-auth.51kandianshi.com/szgd/csztv4k_hd.m3u8
苏州4K,http://106.53.99.30/tv/api.php?id=sztv4k
峨眉电影4K,http://60.255.72.119:4022//udp/239.132.1.87:5000
北京卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.51:5140
湖南卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.63:5140
浙江卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.65:5140
江苏卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.64:5140
东方卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.67:5140
广东卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.103:5140
深圳卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.104:5140
四川卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.62:5140
山东卫视4K,http://ddns.xryo.cn:8888/udp/239.111.205.66:5140
爱上4K,http://ddns.xryo.cn:8888/udp/239.112.205.186:5140
北京卫视4K,http://118.251.96.145:8888/rtp/239.76.253.246:9000
深圳卫视4K,http://118.251.96.145:8888/rtp/239.76.254.137:9000
广东卫视4K,http://118.251.96.145:8888/rtp/239.76.254.139:9000
四川卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.115:5140$四川电信2
湖南卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.116:5140$四川电信2
江苏卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.117:5140$四川电信2
浙江卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.118:5140$四川电信2
东方卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.119:5140$四川电信2
东方卫视4K,http://vl15191373.imwork.net:8880/udp/239.94.0.120:5140$四川电信2
北京卫视4K,http://ikuai.haleeyo.cn:9003/udp/239.77.0.2:5146
苏州修复4K,http://106.53.99.30/tv/api.php?id=sztv4k
河北电视4K,http://106.53.99.30/tv/api.php?id=hebtv4k


央视频道,#genre#
# BEGIN_AUTO_UPDATE
CCTV1,http://[2409:8087:1e01:23::10]:8112/000000000000/6000000001000029752/1.m3u8
CCTV1,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000001000004953/1.m3u8
CCTV1,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000002000029972/1.m3u8
CCTV1,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000002226/1.m3u8
CCTV1,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000030810/1.m3u8
CCTV1,http://[2409:8087:1e01:23::11]:8112/000000000000/6000000001000029752/1.m3u8
CCTV1,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000001000004953/1.m3u8
CCTV1,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000002000029972/1.m3u8
CCTV1,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000004000002226/1.m3u8
CCTV1,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000010000030810/1.m3u8
CCTV1,http://[2409:8087:1e01:23::20]:8112/000000000000/6000000001000029752/1.m3u8
CCTV1,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000001000004953/1.m3u8
CCTV1,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000002000029972/1.m3u8
CCTV1,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000004000002226/1.m3u8
CCTV1,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000010000030810/1.m3u8
CCTV1,http://[2409:8087:1e01:23::22]:8112/000000000000/6000000001000029752/1.m3u8
CCTV1,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000001000004953/1.m3u8
CCTV1,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000002000029972/1.m3u8
CCTV1,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000004000002226/1.m3u8
CCTV1,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000010000030810/1.m3u8
CCTV1,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000002226/1.m3u8?channel-id=bestzb&Contentid=5000000004000002226&livemode=1&stbId=m
CCTV1,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000030810/1.m3u8?channel-id=bestzb&Contentid=5000000010000030810&livemode=1&stbId=m
CCTV1,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226737/1.m3u8
CCTV1,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226694/1.m3u8
CCTV1,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226705/1.m3u8
CCTV2,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031101/1.m3u8
CCTV2,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000011000031101/1.m3u8
CCTV2,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000011000031101/1.m3u8
CCTV2,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000011000031101/1.m3u8
CCTV2,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000005000031113/1.m3u8?channel-id=bestzb&Contentid=5000000005000031113&livemode=1&stbId=m
CCTV2,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031101/1.m3u8?channel-id=bestzb&Contentid=5000000011000031101&livemode=1&stbId=m
CCTV2,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226739/1.m3u8
CCTV3,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000002000020548/1.m3u8
CCTV3,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008883/1.m3u8
CCTV3,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000002000020548/1.m3u8
CCTV3,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000004000008883/1.m3u8
CCTV3,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000002000020548/1.m3u8
CCTV3,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000004000008883/1.m3u8
CCTV3,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000002000020548/1.m3u8?channel-id=bestzb&Contentid=5000000002000020548&livemode=1&stbId=m
CCTV3,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008883/1.m3u8?channel-id=bestzb&Contentid=5000000004000008883&livemode=1&stbId=m
CCTV3,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226720/1.m3u8
CCTV4,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031102/1.m3u8
CCTV4,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000011000031102/1.m3u8
CCTV4,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000011000031102/1.m3u8
CCTV4,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000011000031102/1.m3u8
CCTV4,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000005000030093/1.m3u8?channel-id=bestzb&Contentid=5000000005000030093&livemode=1&stbId=m
CCTV4,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031102/1.m3u8?channel-id=bestzb&Contentid=5000000011000031102&livemode=1&stbId=m
CCTV4,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226725/1.m3u8
CCTV5,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008885/1.m3u8
CCTV5,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000016619/1.m3u8
CCTV5,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000004000008885/1.m3u8
CCTV5,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000010000016619/1.m3u8
CCTV5,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000004000008885/1.m3u8
CCTV5,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000010000016619/1.m3u8
CCTV5,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000004000008885/1.m3u8
CCTV5,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000010000016619/1.m3u8
CCTV5,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008885/1.m3u8?channel-id=bestzb&Contentid=5000000004000008885&livemode=1&stbId=m
CCTV5,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000016619/1.m3u8?channel-id=bestzb&Contentid=5000000010000016619&livemode=1&stbId=m
CCTV5,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226731/1.m3u8
CCTV5,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226711/1.m3u8
CCTV6,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008886/1.m3u8
CCTV6,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000018433/1.m3u8
CCTV6,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000004000008886/1.m3u8
CCTV6,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000010000018433/1.m3u8
CCTV6,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000004000008886/1.m3u8
CCTV6,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000004000008886/1.m3u8
CCTV6,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000010000018433/1.m3u8
CCTV6,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008886/1.m3u8?channel-id=bestzb&Contentid=5000000004000008886&livemode=1&stbId=m
CCTV6,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000018433/1.m3u8?channel-id=bestzb&Contentid=5000000010000018433&livemode=1&stbId=m
CCTV6,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226699/1.m3u8
CCTV7,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031104/1.m3u8
CCTV7,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000011000031104/1.m3u8
CCTV7,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000011000031104/1.m3u8
CCTV7,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000005000026715/1.m3u8?channel-id=bestzb&Contentid=5000000005000026715&livemode=1&stbId=m
CCTV7,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031104/1.m3u8?channel-id=bestzb&Contentid=5000000011000031104&livemode=1&stbId=m
CCTV7,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226721/1.m3u8
CCTV8,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008888/1.m3u8
CCTV8,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000018377/1.m3u8
CCTV8,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000004000008888/1.m3u8
CCTV8,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000010000018377/1.m3u8
CCTV8,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000004000008888/1.m3u8
CCTV8,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000010000018377/1.m3u8
CCTV8,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000008888/1.m3u8?channel-id=bestzb&Contentid=5000000004000008888&livemode=1&stbId=m
CCTV8,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000018377/1.m3u8?channel-id=bestzb&Contentid=5000000010000018377&livemode=1&stbId=m
CCTV8,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226715/1.m3u8
CCTV9,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226657/1.m3u8
CCTV9,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226651/1.m3u8
CCTV10,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000012827/1.m3u8
CCTV10,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000016738/1.m3u8
CCTV10,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000004000012827/1.m3u8
CCTV10,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000010000016738/1.m3u8
CCTV10,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000010000016738/1.m3u8
CCTV10,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000004000012827/1.m3u8
CCTV10,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000010000016738/1.m3u8
CCTV10,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000012827/1.m3u8?channel-id=bestzb&Contentid=5000000004000012827&livemode=1&stbId=m
CCTV10,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000016738/1.m3u8?channel-id=bestzb&Contentid=5000000010000016738&livemode=1&stbId=m
CCTV10,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226708/1.m3u8
CCTV11,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000006000040011/1.m3u8
CCTV11,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031106/1.m3u8
CCTV11,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000006000040011/1.m3u8
CCTV11,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000011000031106/1.m3u8
CCTV11,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000006000040011/1.m3u8
CCTV11,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000011000031106/1.m3u8
CCTV11,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000006000040011/1.m3u8
CCTV11,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000006000040011/1.m3u8?channel-id=bestzb&Contentid=5000000006000040011&livemode=1&stbId=m
CCTV11,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031106/1.m3u8?channel-id=bestzb&Contentid=5000000011000031106&livemode=1&stbId=m
CCTV11,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226714/1.m3u8
CCTV12,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000006000040012/1.m3u8
CCTV12,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000031107/1.m3u8
CCTV12,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031107/1.m3u8
CCTV12,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000006000040012/1.m3u8
CCTV12,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000010000031107/1.m3u8
CCTV12,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000011000031107/1.m3u8
CCTV12,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000006000040012/1.m3u8
CCTV12,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000006000040012/1.m3u8
CCTV12,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000010000031107/1.m3u8
CCTV12,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000011000031107/1.m3u8
CCTV12,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000006000040012/1.m3u8?channel-id=bestzb&Contentid=5000000006000040012&livemode=1&stbId=m
CCTV12,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031107/1.m3u8?channel-id=bestzb&Contentid=5000000011000031107&livemode=1&stbId=m
CCTV12,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226748/1.m3u8
CCTV12,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226723/1.m3u8
CCTV13,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031108/1.m3u8
CCTV13,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000011000031108/1.m3u8
CCTV13,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000011000031108/1.m3u8
CCTV13,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000011000031108/1.m3u8
CCTV13,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000005000001827/1.m3u8?channel-id=bestzb&Contentid=5000000005000001827&livemode=1&stbId=m
CCTV13,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031108/1.m3u8?channel-id=bestzb&Contentid=5000000011000031108&livemode=1&stbId=m
CCTV13,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226717/1.m3u8
CCTV14,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000006673/1.m3u8
CCTV14,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000023358/1.m3u8
CCTV14,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000004000006673/1.m3u8
CCTV14,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000010000023358/1.m3u8
CCTV14,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000004000006673/1.m3u8
CCTV14,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000010000023358/1.m3u8
CCTV14,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000004000006673/1.m3u8
CCTV14,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000010000023358/1.m3u8
CCTV14,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000004000006673/1.m3u8?channel-id=bestzb&Contentid=5000000004000006673&livemode=1&stbId=m
CCTV14,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000010000023358/1.m3u8?channel-id=bestzb&Contentid=5000000010000023358&livemode=1&stbId=m
CCTV14,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226645/1.m3u8
CCTV14,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226663/1.m3u8
CCTV15,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031109/1.m3u8
CCTV15,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000011000031109/1.m3u8
CCTV15,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000011000031109/1.m3u8
CCTV15,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000005000018417/1.m3u8?channel-id=bestzb&Contentid=5000000005000018417&livemode=1&stbId=m
CCTV15,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000011000031109/1.m3u8?channel-id=bestzb&Contentid=5000000011000031109&livemode=1&stbId=m
CCTV16,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000008000023253/1.m3u8
CCTV16,http://[2409:8087:1e01:23::11]:8112/000000001000/5000000008000023253/1.m3u8
CCTV16,http://[2409:8087:1e01:23::20]:8112/000000001000/5000000008000023253/1.m3u8
CCTV16,http://[2409:8087:1e01:23::22]:8112/000000001000/5000000008000023253/1.m3u8
CCTV16,http://[2409:8087:1e01:23::10]:8112/000000001000/5000000008000023253/1.m3u8?channel-id=bestzb&Contentid=5000000008000023253&livemode=1&stbId=m
CCTV16,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226825/1.m3u8
CCTV17,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226660/1.m3u8
CCTV17,http://[2409:8087:5804:11::411:1075]:8088/PLTV/81/224/3221226727/1.m3u8
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225673/index.m3u8
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225723/index.m3u8
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221225770/index.m3u8
CCTV1,https://zby.130519.xyz/PLTV/11/224/3221226163/index.m3u8
CCTV2,https://zby.130519.xyz/PLTV/11/224/3221226122/index.m3u8
CCTV3,https://zby.130519.xyz/PLTV/11/224/3221225766/index.m3u8
CCTV3,https://zby.130519.xyz/PLTV/11/224/3221226165/index.m3u8
CCTV4,https://zby.130519.xyz/PLTV/11/224/3221226124/index.m3u8
CCTV5,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8
CCTV5,https://zby.130519.xyz/PLTV/11/224/3221226146/index.m3u8
CCTV6,https://zby.130519.xyz/PLTV/11/224/3221225741/index.m3u8
CCTV6,https://zby.130519.xyz/PLTV/11/224/3221226148/index.m3u8
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221225701/index.m3u8
CCTV7,https://zby.130519.xyz/PLTV/11/224/3221226143/index.m3u8
