公告,#genre#
CCTV风云音乐,http://113.106.171.234:8899/rtp/239.21.0.79:3656
CCTV兵器科技,http://113.106.171.234:8899/rtp/239.21.0.80:3660
CCTV电视指南,http://113.106.171.234:8899/rtp/239.21.0.81:3664
CCTV-16奥林匹克,http://113.119.26.179:58888/udp/239.77.0.165:5146
CCTV-4K超高清,http://113.119.26.179:58888/udp/239.77.0.194:5146
CCTV-兵器科技,http://113.119.26.179:58888/udp/239.253.43.9:5146
CCTV-第一剧场,http://113.119.26.179:58888/udp/239.253.43.15:5146
CCTV-电视指南,http://113.119.26.179:58888/udp/239.253.43.10:5146
CCTV-风云剧场,http://113.119.26.179:58888/udp/239.253.43.16:5146
CCTV-风云音乐,http://113.119.26.179:58888/udp/239.253.43.6:5146
CCTV-风云足球,http://113.119.26.179:58888/udp/239.253.43.14:5146
CCTV-高尔夫·网球,http://113.119.26.179:58888/udp/239.253.43.12:5146
CCTV-怀旧剧场,http://113.119.26.179:58888/udp/239.253.43.5:5146
CCTV-女性时尚,http://113.119.26.179:58888/udp/239.253.43.8:5146
CCTV-世界地理,http://113.119.26.179:58888/udp/239.253.43.7:5146
CCTV-央视台球,http://113.119.26.179:58888/udp/239.253.43.11:5146
CCTV-文化精品,http://113.119.26.179:58888/udp/239.253.43.13:5146
CCTV-4 北美,http://113.120.168.33:4022/udp/239.21.2.29:5002
CCTV-4 欧洲,http://113.120.168.33:4022/udp/239.21.2.28:5002
CCTV-4欧洲,http://111.127.156.228:51234/rtp/239.29.1.144:5000
CCTV-4美洲,http://111.127.156.228:51234/rtp/239.29.1.142:5000
CCTV卫生健康,http://36.49.53.247:8800/rtp/239.37.0.229:5540
CCTV4K超,http://106.116.243.172:9999/rtp/239.254.201.67:6000
CCTV4K超高清,http://106.5.78.198:4022/rtp/239.252.219.60:5140
CCTV 4K,http://171.113.210.106:4022/rtp/239.69.1.12:9712
CCTV-高尔夫网球,http://171.113.210.106:4022/rtp/239.69.1.83:10138
CCTV-4中文国际 欧洲,http://171.113.210.106:4022/rtp/239.69.1.231:11028
CCTV-4中文国际 美洲,http://171.113.210.106:4022/rtp/239.69.1.232:11034
CCTV-1综艺,http://117.39.38.185:4022/rtp/239.112.205.59:5140
CCTV-3综合,http://117.39.38.185:4022/rtp/239.112.205.221:5140
CCTV-7国防科技,http://112.66.69.103:8188/rtp/239.253.64.54:5140
CCTV-4 美洲,http://111.113.88.20:2000/rtp/239.121.4.124:8002
CCTV5+体育赛事,http://116.2.170.167:4010/rtp/232.0.0.93:1234
CCTV5+,http://112.6.239.227:8207/hls/6/index.m3u8
CCTV11066600,http://cd-live-stream.news.cctvplus.com/live/smil:CHANNEL1.smil/chunklist_w744036192_b1000000.m3u8
CCTV20241,https://p2.bdstatic.com/rtmp.liveshow.lss-user.baidubce.com/live/stream_bduid_6488563992_8982723413/merged_1707497046297_88536_25144_41936.m3u8
CCTV1综合,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv1hd/1200/index.m3u8?msisdn=20251203060234ea8e64d4048b422685c077de3b91ce58&mdspid=&spid=699004&netType=0&sid=2201057821&pid=2028597139&timestamp=20251203060234&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807420&ParentNodeID=-99&assertID=2201057821&client_ip=218.28.233.106&SecurityKey=20251203060234&promotionId=&mvid=2201057821&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a01d011910d474b8fb1f87cd1b2a423b&ddCalcu=ba30e2104d8a0021b119d1c07d84f714bbf8
CCTV2财经,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/1500/index.m3u8?msisdn=20251203060234d9d5a7538a794d2bae51322b39374931&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20251203060234&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=218.28.233.106&SecurityKey=20251203060234&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=2eded37118773741efa8143c855cb4a9&ddCalcu=92aee4d0be1cd0535781c138471783a7f4e1
CCTV3综艺,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/2000/index.m3u8?msisdn=20251203060234aacc6e78e82b47e8bf97a80d7b01b726&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20251203060234&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=218.28.233.106&SecurityKey=20251203060234&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=4df85630ebbf5780d0d38b53d9733515&ddCalcu=541de5f03843507693d03e5bbb8f35d708d0
CCTV4中文国际,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/1500/index.m3u8?msisdn=20251203060234e5378f287d8d4da1aba978ea0bb71922&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20251203060234&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=218.28.233.106&SecurityKey=20251203060234&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b88269c781671c7058686723a75ccb4f&ddCalcu=fb48eb80c21c60597ca738217667816c8750
CCTV5体育,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=202512030602349cd125f7796f45b68739310142733b4d&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20251203060234&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=218.28.233.106&SecurityKey=20251203060234&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=7550539d605647319b2a1d87da5e1ec4&ddCalcu=47c5ee50101e5053a9dd7680d516a427b391
CCTV6电影,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=2025120306023471da29e7d68148b49552aef81f5a99bb&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20251203060234&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=218.28.233.106&SecurityKey=20251203060234&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e1fc223657ad6fb1efc2fe79c0cb5738&ddCalcu=8e31e7f05c4b20c203c69577eafd26cffbe1
CCTV7国防军事,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=202512030602343f691489e34b46409a285cb1a1d2ac5d&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20251203060234&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=218.28.233.106&SecurityKey=20251203060234&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=e66ae1e45f866d6ee9594a35c7b84484&ddCalcu=4e86e4604a38e0b17ec4553fa846965d96ee
CCTV8电视剧,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/2000/index.m3u8?msisdn=202512030602355d705abec30d494ba389c10847b061b1&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b03a6d6d7dbc59ed4db495dcfe987ca0&ddCalcu=0ba0ec307a48609de6fdc7dd5b9c45b9de4d
CCTV9纪录,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/51/index.m3u8?msisdn=2025120306023524e91c48cc3943b28d3e9b90b8999165&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=a243d4af495fd072a1f3db310d5b40ed&ddCalcu=dae2e040433bd054da0f1439b5df3df017a2
CCTV10科教,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/2000/index.m3u8?msisdn=20251203060235bae67143dc8546369d1e0a34baa1d963&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d8c9e712ab2283d231afbdbedef03f32&ddCalcu=2d38efc03940e0f7e1d2eabbd2b2f8a31d32
CCTV11戏曲,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/51/20200103/index.m3u8?msisdn=20251203060235297d20cd2e2b4967835dc4bd847df5c1&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=45c0bdbf8ab62c547829caca60b187c9&ddCalcu=94c5e7c08071b0bd0b6fa8caabc6922c8574
CCTV12社会与法,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/51/index.m3u8?msisdn=202512030602352a0731fc35f74f3bb9dffdd66bebe7dd&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=9bcc6608689155cbb57303750bc3175d&ddCalcu=d95be7c01c3360c6b0085678390135755cbb
CCTV13新闻,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/2000/index.m3u8?msisdn=202512030602358388e3d09a3246468ce359144ef483b4&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=40c4bb0a8fa447f57c20a1a03c28b44c&ddCalcu=c440e4c0b488b02bc03a08af1aa40427cf75
CCTV14少儿,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/2000/index.m3u8?msisdn=20251203060235e1c5fa5e38344616b27697439adbbf9c&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=5eea8f69ec3f60af9aa0795eb51ea504&ddCalcu=450ee5e0aa4e801f56b9ee5c937f06a0aa9f
CCTV15音乐,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/51/index.m3u8?msisdn=20251203060235dfad8640cc2848ea8d61f9e2c8541637&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1f53e8de588d4b325a3cf32fe43ab316&ddCalcu=611fe350b33ae0384deef52838fdc43ba352
CCTV17农业农村,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv17hd/51/index.m3u8?msisdn=2025120306023583fefc6a594f45709e614f0c92f771a8&mdspid=&spid=699004&netType=0&sid=5501083631&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168256&ParentNodeID=-99&assertID=5501083631&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=5102910396&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=cbfe61727e0230eefac66281f9153f61&ddCalcu=1c6beff03e35601197f2178e206263c0aefe
CCTV4欧洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/51/index.m3u8?msisdn=2025120306023599c54d795924464eaca3793e242b4ea6&mdspid=&spid=699004&netType=0&sid=2200179315&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807419&ParentNodeID=-99&assertID=2200179315&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=2200179315&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=bd7177c1e9e005ab5d538c208241933a&ddCalcu=ab3de370918170472c810e29ce803055da5b
CCTV4美洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/51/index.m3u8?msisdn=20251203060235528286f4e8844927ad1ccd6da3b9bb0d&mdspid=&spid=699004&netType=0&sid=2200179344&pid=2028597139&timestamp=20251203060235&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=608807416&ParentNodeID=-99&assertID=2200179344&client_ip=218.28.233.106&SecurityKey=20251203060235&promotionId=&mvid=2200179344&mcid=500020&playurlVersion=ZQ-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=1284921c9f74d1ab77847a1673cac3c2&ddCalcu=21c2e380c48a90c2317c691fa7744d817a7b
CCTV-1綜合頻道,http://39.134.24.24/PLTV/88888888/224/3221225684/index.m3u8
CCTV-2財經頻道,http://111.20.33.93/TVOD/88888893/224/3221226195/index.m3u8
CCTV-3綜藝頻道,http://39.134.24.24/PLTV/88888888/224/3221226023/index.m3u8
CCTV-4中文國際頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5體育頻道,http://39.134.24.24/PLTV/88888888/224/3221226025/index.m3u8
CCTV-6電影頻道,http://39.134.24.24/PLTV/88888888/224/3221226027/index.m3u8
CCTV-7國防軍事頻道,http://39.134.24.24/PLTV/88888888/224/3221225855/index.m3u8
CCTV-8電視劇頻道,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV-9紀錄頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10科教頻道,http://39.134.24.24/PLTV/88888888/224/3221225823/index.m3u8
CCTV-11戲曲頻道,http://39.134.24.24/PLTV/88888888/224/3221225825/index.m3u8
CCTV-12社會與法頻道,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13新聞頻道,http://39.134.24.24/PLTV/88888888/224/3221225827/index.m3u8
CCTV-14少兒頻道,http://39.134.24.24/PLTV/88888888/224/3221225857/index.m3u8
CCTV-15音樂頻道,http://39.134.24.24/PLTV/88888888/224/3221225636/index.m3u8
CCTV-16奧林匹克頻道,http://111.20.105.60:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17農業農村頻道,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8
CCTV-5+體育賽事頻道,http://39.134.24.24/PLTV/88888888/224/3221225641/index.m3u8
CCTV-4K超高清頻道,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221227140/index.m3u8
CCTV-娛樂(海外),https://usiptv.esnad.dpdns.org/?id=cctvyl
CCTV-4中文國際頻道(歐洲),http://home.kqysw.com:4000/udp/239.69.1.231:11028
CCTV-4中文國際頻道(美洲),http://home.kqysw.com:4000/udp/239.69.1.232:11034
CCTV-1,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-2,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-7,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-11,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-12,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-13,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-14,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-15,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-16,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-17,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-娛樂,https://usiptv.esnad.dpdns.org/?id=cctvyl
CCTV-8K超高清頻道,http://yemingjkl.x3322.net:35455/nptv/cctv8k.m3u8
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV-1高清,https://live.tvfix.org/live/cctv1hd/index.m3u8
CCTV-1 综合 HD,http://xtvantsc.xyz/Smart.php?id=cctv1
CCTV-2 财经,http://xtvantsc.xyz/Smart.php?id=cctv2
CCTV-3 综艺 HD,http://xtvantsc.xyz/Smart.php?id=cctv3
CCTV-4 中文国际,http://xtvantsc.xyz/Smart.php?id=cctv4
CCTV4 新闻台,http://xtvantsc.xyz/Smart.php?id=Cctv4
CCTV-5 体育频道,http://xtvantsc.xyz/Smart.php?id=cctv5
CCTV-5+ 体育赛事 HD,http://xtvantsc.xyz/Smart.php?id=cctv5plus
CCTV-7 军事农业,http://xtvantsc.xyz/Smart.php?id=cctv7
CCTV-8 电视剧 HD,http://xtvantsc.xyz/Smart.php?id=cctv8hd
CCTV-9 记录 HD,http://xtvantsc.xyz/Smart.php?id=cctv9hd
CCTV-10 科教 HD,http://xtvantsc.xyz/Smart.php?id=cctv10hd
CCTV-11 戏曲,http://xtvantsc.xyz/Smart.php?id=cctv11
CCTV-12 社会与法,http://xtvantsc.xyz/Smart.php?id=cctv12
CCTV-13 新闻频道,http://xtvantsc.xyz/Smart.php?id=cctv13
CCTV-14 少儿,http://xtvantsc.xyz/Smart.php?id=cctv14
CCTV-15 音乐,http://xtvantsc.xyz/Smart.php?id=cctv15
CCTV-1 综合,https://smart.dxjc.pp.ua/smart.php?id=cctv1&token=tmxk
CCTV-3 综艺,https://smart.dxjc.pp.ua/smart.php?id=cctv3&token=tmxk
CCTV-5 体育,https://smart.dxjc.pp.ua/smart.php?id=cctv5&token=tmxk
CCTV-6 电影,https://smart.dxjc.pp.ua/smart.php?id=cctv6&token=tmxk
CCTV-7 国防军事,https://smart.dxjc.pp.ua/smart.php?id=cctv7&token=tmxk
CCTV-8 电视剧,https://smart.dxjc.pp.ua/smart.php?id=cctv8hd&token=tmxk
CCTV-9 记录,https://smart.dxjc.pp.ua/smart.php?id=cctv9hd&token=tmxk
CCTV-10 科教,https://smart.dxjc.pp.ua/smart.php?id=cctv10hd&token=tmxk
CCTV-13 新闻,https://smart.dxjc.pp.ua/smart.php?id=cctv13&token=tmxk
CCTV-16 奥林匹克,https://smart.dxjc.pp.ua/smart.php?id=cctv16&token=tmxk
CCTV-17 农业农村,https://smart.dxjc.pp.ua/smart.php?id=cctv17&token=tmxk
CCTV-5+ 体育赛事,https://smart.dxjc.pp.ua/smart.php?id=cctv5plus&token=tmxk
CCTV -1,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227088/index.m3u8
CCTV -3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227067/index.m3u8
CCTV -5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227070/index.m3u8
CCTV -6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227073/index.m3u8
