# 中国境内电视直播线路 (仅限1080p高清以上)
# 更新时间: 2025-12-07 09:22:02
# 数据来源: 多个GitHub IPTV项目
# 频道总数: 513
# 线路总数: 640
# 清晰度要求: 仅保留1080p高清及以上线路
############################################################

春晚,#genre#
CCTV2,http://genglei.8866.org:9901/tsfile/live/0002_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV2,https://iptv.catvod.com/live.php?id=CCTV2
CCTV2,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv2hd/600/index.m3u8?msisdn=202512071603050425889b88664999b8ba360b0b69ba39&mdspid=&spid=699004&netType=0&sid=5500346945&pid=2028597139&timestamp=20251207160305&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780532&ParentNodeID=-99&assertID=5500346945&client_ip=218.28.233.106&SecurityKey=20251207160305&promotionId=&mvid=5101064231&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0a50e5caacab50c5906e74d132c72deb&ddCalcu=b0eavd5a20z7eac52c3a1adc4a7be5600c95&sv=10004&ct=android
CCTV3,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227067/index.m3u8
CCTV3,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001598/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV3,https://smart.dxjc.pp.ua/smart.php?id=cctv3&token=tmxk
CCTV3,http://xtvantsc.xyz/Smart.php?id=cctv3
CCTV3,http://goo.bkpcp.top/mg/cctv3
CCTV3,http://39.134.24.24/PLTV/88888888/224/3221226023/index.m3u8
CCTV3,http://t.061899.xyz/tl/tl.php?id=cctv3
CCTV3,http://218.17.33.178:53290/tsfile/live/1003_1.m3u8?key=txiptv
CCTV3综艺,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv3hd/1000/index.m3u8?msisdn=20251207160307fc9b6071e86a4a3cbd1004bc066aa89d&mdspid=&spid=699004&netType=0&sid=5500212864&pid=2028597139&timestamp=20251207160307&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878271&ParentNodeID=-99&assertID=5500212864&client_ip=218.28.233.106&SecurityKey=20251207160307&promotionId=&mvid=5100001683&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b0725b3553aa1da03488427c770f9637&ddCalcu=7b30v67a92af5a0b7375c5732a4a818d4a30&sv=10004&ct=android
CCTV4,http://fn.tmde.top:35455/nptv/cctv4k.m3u8
CCTV4,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001333/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4,http://xtvantsc.xyz/Smart.php?id=cctv4
CCTV4,http://goo.bkpcp.top/mg/cctv4
CCTV4,http://sakura.dynv6.net:64785/rtp/239.111.205.40:5140
CCTV4,http://dbiptv.sn.chinamobile.com/PLTV/88888893/224/3221227140/index.m3u8
CCTV4,http://t.061899.xyz/tl/tl.php?id=cctv4
CCTV4,http://211.23.95.147:18881/live/dtv34_h265.ts
CCTV4,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV4,http://home.kqysw.com:4000/udp/239.69.1.231:11028
CCTV4,http://home.kqysw.com:4000/udp/239.69.1.232:11034
CCTV4,http://k.061899.xyz/m.php?id=cctv4o
CCTV4,http://k.061899.xyz/m.php?id=cctv4m
CCTV4,http://124.116.183.146:9901/tsfile/live/0004_1.m3u8
CCTV4 新闻台,http://xtvantsc.xyz/Smart.php?id=Cctv4
CCTV4-中央衛視,http://122.117.71.103:8673/http/61.222.53.250:8078/hls/42/80/cctv4.m3u8
CCTV4K,https://shyd.695847.xyz/cms001/ch00000090990000001451/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12
CCTV4中文国际,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv4hd/600/index.m3u8?msisdn=202512071603084deadeae612a401faf7575edfb9ce121&mdspid=&spid=699004&netType=0&sid=5500346947&pid=2028597139&timestamp=20251207160308&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=631780421&ParentNodeID=-99&assertID=5500346947&client_ip=218.28.233.106&SecurityKey=20251207160308&promotionId=&mvid=5101064235&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=0dae48e816d61a0dc1a833e578a2fbcb&ddCalcu=b0cdvbaafey24aa88e7851e63d3681aa10cd&sv=10004&ct=android
CCTV4中文國際,https://usiptv.esnad.dpdns.org/?id=cctv4
CCTV4欧洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4ouhd/50/index.m3u8?msisdn=20251207160326c2eccb67a7a747469961088ad71dc46c&mdspid=&spid=699004&netType=0&sid=2200179315&pid=2028597139&timestamp=20251207160326&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608807419&ParentNodeID=-99&assertID=2200179315&client_ip=218.28.233.106&SecurityKey=20251207160326&promotionId=&mvid=2200179315&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=33c9530dd15651b4be647f21ca5cb3ab&ddCalcu=b3a3v3cab9yc5a53a0cd1d21f5764561ebb4&sv=10004&ct=android
CCTV4美洲,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv4meihd/50/index.m3u8?msisdn=2025120716032792e4676541574702bacd1c4825feaf30&mdspid=&spid=699004&netType=0&sid=2200179344&pid=2028597139&timestamp=20251207160327&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608807416&ParentNodeID=-99&assertID=2200179344&client_ip=218.28.233.106&SecurityKey=20251207160327&promotionId=&mvid=2200179344&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b49168a384d0db3b98110bda159a1a8e&ddCalcu=eb84va9a11ya6a985a13a8d4bd001d1b839b&sv=10004&ct=android
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227070/index.m3u8
CCTV5,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227110/index.m3u8
CCTV5,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5,https://smart.dxjc.pp.ua/smart.php?id=cctv5&token=tmxk
CCTV5,http://xtvantsc.xyz/Smart.php?id=cctv5
CCTV5,http://goo.bkpcp.top/mg/cctv5
CCTV5,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV5,https://smart.dxjc.pp.ua/smart.php?id=cctv5plus&token=tmxk
CCTV5,http://xtvantsc.xyz/Smart.php?id=cctv5plus
CCTV5,http://goo.bkpcp.top/mg/cctv5p
CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5p
CCTV5,http://39.134.24.24/PLTV/88888888/224/3221225641/index.m3u8
CCTV5,http://t.061899.xyz/tl/tl.php?id=cctv5
CCTV5,http://39.134.24.24/PLTV/88888888/224/3221226025/index.m3u8
CCTV5,https://migu.188766.xyz/?migutoken=9f2a574798af69ac8b2f418e17305eb7&id=CCTV5&type=yy
CCTV5 Plus,http://203.80.165.14:30168/stream/channelid/1436719652?profile=pass
CCTV5+,https://migu.188766.xyz/?migutoken=9c657fb4873955581d3d74041bed323e&id=CCTV5p&type=yy
CCTV5+,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/600/index.m3u8?msisdn=20251207160311b344ef9997f34aa493692b2de3688086&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20251207160311&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=218.28.233.106&SecurityKey=20251207160311&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=c6c1f7daaf73bb2bd0a606a735329c09&ddCalcu=9c06vcca91x2fa375d3a7aaf67036bab02db&sv=10004&ct=android
CCTV5,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/600/index.m3u8?msisdn=20251207160309ca761cfca02544c49a007acc6c7dd034&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20251207160309&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=218.28.233.106&SecurityKey=20251207160309&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=755be25e347b9462f37e90e95f897adf&ddCalcu=f7d5va5a7bw9ea82f55e93e4079be97436f2&sv=10004&ct=android
CCTV6,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227073/index.m3u8
CCTV6,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001275/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV6,https://smart.dxjc.pp.ua/smart.php?id=cctv6&token=tmxk
CCTV6,http://goo.bkpcp.top/mg/cctv6
CCTV6,http://genglei.8866.org:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV6,http://39.134.24.24/PLTV/88888888/224/3221226027/index.m3u8
CCTV6,http://218.17.33.178:53290/tsfile/live/1006_1.m3u8?key=txiptv
CCTV6电影,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/1000/index.m3u8?msisdn=202512071603122ffb649bb3fd40c8b9b21517c8554010&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20251207160312&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=218.28.233.106&SecurityKey=20251207160312&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=06d56f5a2a4d6d13e09073a9e61ff89b&ddCalcu=b096v8daf5bf6a1f65ea92aa347d069d01e3&sv=10004&ct=android
CCTV7,http://223.241.247.214:9901/tsfile/live/0007_1.m3u8
CCTV7,http://xtvantsc.xyz/Smart.php?id=cctv7
CCTV7,https://smart.dxjc.pp.ua/smart.php?id=cctv7&token=tmxk
CCTV7,http://goo.bkpcp.top/mg/cctv7
CCTV7,http://113.25.252.226:9901/tsfile/live/1011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV7,http://39.134.24.24/PLTV/88888888/224/3221225855/index.m3u8
CCTV7,https://iptv.catvod.com/live.php?id=CCTV7
CCTV7国防军事,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/50/index.m3u8?msisdn=202512071603131f654b409b36409da192bda2c1ab2bc9&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20251207160313&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=218.28.233.106&SecurityKey=20251207160313&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=7660d006c3ee44621052ee495724c09b&ddCalcu=b796v06ac0d4da2070569c43eeee24540612&sv=10004&ct=android
CCTV8,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221227093/index.m3u8
CCTV8,http://fn.tmde.top:35455/nptv/cctv8k.m3u8
CCTV8,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV8,https://smart.dxjc.pp.ua/smart.php?id=cctv8hd&token=tmxk
CCTV8,http://xtvantsc.xyz/Smart.php?id=cctv8hd
CCTV8,http://goo.bkpcp.top/mg/cctv8
CCTV8,http://yemingjkl.x3322.net:35455/nptv/cctv8k.m3u8
CCTV8,http://t.061899.xyz/tl/tl.php?id=cctv8
CCTV8,http://111.20.33.93/TVOD/88888893/224/3221226391/index.m3u8
CCTV8,http://124.165.251.82:85/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV8K,http://fn.tmde.top:35455/nptv/cctv8k.m3u8
CCTV8电视剧,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv8hd/1000/index.m3u8?msisdn=20251207160315b86dff6665f445d8abf8d29b80e01c3d&mdspid=&spid=699004&netType=0&sid=5500212868&pid=2028597139&timestamp=20251207160315&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878356&ParentNodeID=-99&assertID=5500212868&client_ip=218.28.233.106&SecurityKey=20251207160315&promotionId=&mvid=5100001695&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=777ba308b5f3738dd70b7bf180daab30&ddCalcu=0737vb7aabbaaad300881bf5bf73b70378dd&sv=10004&ct=android
CCTV9,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV9,https://smart.dxjc.pp.ua/smart.php?id=cctv9hd&token=tmxk
CCTV9,http://xtvantsc.xyz/Smart.php?id=cctv9hd
CCTV9,http://goo.bkpcp.top/mg/cctv9
CCTV9,http://211.23.95.147:18881/live/dtv32_h265.ts
CCTV9,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV9,http://113.25.252.226:9901/tsfile/live/1013_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV9,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8
CCTV9纪录,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv9hd/50/index.m3u8?msisdn=20251207160316f64c472a9d1b4222ab87128eebd8e304&mdspid=&spid=699004&netType=0&sid=5501083624&pid=2028597139&timestamp=20251207160316&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=673168140&ParentNodeID=-99&assertID=5501083624&client_ip=218.28.233.106&SecurityKey=20251207160316&promotionId=&mvid=5102910384&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=ca362f7b818fb64642767c5029e99528&ddCalcu=8c2av53a96d92aef972b0851c87f6b762446&sv=10004&ct=android
CCTV10,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV10,https://smart.dxjc.pp.ua/smart.php?id=cctv10hd&token=tmxk
CCTV10,http://xtvantsc.xyz/Smart.php?id=cctv10hd
CCTV10,http://goo.bkpcp.top/mg/cctv10
CCTV10,http://113.25.252.226:9901/tsfile/live/1014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV10,http://39.134.24.24/PLTV/88888888/224/3221225823/index.m3u8
CCTV10,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8
CCTV10,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv10hd/1000/index.m3u8?msisdn=202512071603177e76e221513e43029ad8daa649af8b2f&mdspid=&spid=699004&netType=0&sid=5500212874&pid=2028597139&timestamp=20251207160317&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878405&ParentNodeID=-99&assertID=5500212874&client_ip=218.28.233.106&SecurityKey=20251207160317&promotionId=&mvid=5100001696&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=5842d3912774c70dc8deaa28a0e97f6e&ddCalcu=e568vf4a72y9dae309a18227a7a4ecd780cd&sv=10004&ct=android
CCTV11,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV11,http://xtvantsc.xyz/Smart.php?id=cctv11
CCTV11,http://goo.bkpcp.top/mg/cctv11
CCTV11,http://223.241.247.214:9901/tsfile/live/0011_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV11,http://39.134.24.24/PLTV/88888888/224/3221225825/index.m3u8
CCTV11,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8
CCTV11,http://gslbmgsplive.miguvideo.com/migu/kailu/cctv11hd/50/20200103/index.m3u8?msisdn=202512071603187f54bc1861434d14b3abfbbecc3e4f56&mdspid=&spid=699004&netType=0&sid=5500988610&pid=2028597139&timestamp=20251207160318&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=667987558&ParentNodeID=-99&assertID=5500988610&client_ip=218.28.233.106&SecurityKey=20251207160318&promotionId=&mvid=5102751362&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=b79f214962ff89cea83eaff63c7dd49a&ddCalcu=ab97v49adfzd2a71c43966f2ffafe8398cae&sv=10004&ct=android
CCTV12,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV12,http://xtvantsc.xyz/Smart.php?id=cctv12
CCTV12,http://goo.bkpcp.top/mg/cctv12
CCTV12,http://113.25.252.226:9901/tsfile/live/1016_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV12,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001289/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV12,http://112.27.235.94:8000/hls/13/index.m3u8
CCTV12,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv12hd/50/index.m3u8?msisdn=20251207160320eeb957969aa7402d9d26380aab9356c6&mdspid=&spid=699004&netType=0&sid=5501083627&pid=2028597139&timestamp=20251207160320&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=673168185&ParentNodeID=-99&assertID=5501083627&client_ip=218.28.233.106&SecurityKey=20251207160320&promotionId=&mvid=5102910389&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=d78009c4fe63a74fa5cc612b32e66ff2&ddCalcu=2df7vf8a60d60ae92c34bf2e1663cac754af&sv=10004&ct=android
CCTV13,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001328/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV13,https://smart.dxjc.pp.ua/smart.php?id=cctv13&token=tmxk
CCTV13,http://xtvantsc.xyz/Smart.php?id=cctv13
CCTV13,http://goo.bkpcp.top/mg/cctv13
CCTV13,https://h5cdn1.kylintv.tv/live/cctv13news_iphone.m3u8
CCTV13,http://39.134.24.24/PLTV/88888888/224/3221225827/index.m3u8
CCTV13,http://113.25.252.226:9901/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV13,http://jwplay.hebyun.com.cn/live/cctv13/1500k/tzwj_video.m3u8
CCTV13,http://gslbmgsplive.miguvideo.com/envivo_x/2018/SD/cctv13/1000/index.m3u8?msisdn=20251207160321bb5dfedfcdf14adc9711a7ed88197c5e&mdspid=&spid=699004&netType=0&sid=2202208864&pid=2028597139&timestamp=20251207160321&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=608807423&ParentNodeID=-99&assertID=2202208864&client_ip=218.28.233.106&SecurityKey=20251207160321&promotionId=&mvid=2202208864&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=efcca7c7074c4b3549016dd666fdc063&ddCalcu=3e6fv0caccydaaf76c6760d7d46c140b9345&sv=10004&ct=android
CCTV14,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001292/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV14,http://xtvantsc.xyz/Smart.php?id=cctv14
CCTV14,http://goo.bkpcp.top/mg/cctv14
CCTV14,http://genglei.8866.org:9901/tsfile/live/0014_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV14,http://211.23.95.147:18881/live/dtv28_h265.ts
CCTV14,http://39.134.24.24/PLTV/88888888/224/3221225857/index.m3u8
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135
CCTV14,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv14hd/1000/index.m3u8?msisdn=20251207160322569f4b8c072d41b9825e27a7a20cc694&mdspid=&spid=699004&netType=0&sid=5500212875&pid=2028597139&timestamp=20251207160322&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=624878440&ParentNodeID=-99&assertID=5500212875&client_ip=218.28.233.106&SecurityKey=20251207160322&promotionId=&mvid=5100001697&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=8f3735ef08da5d29bc57d005febc1d3a&ddCalcu=a83fvd3a17yc3ab5eeff50080dda755dc2b9&sv=10004&ct=android
CCTV15,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001020/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV15,http://xtvantsc.xyz/Smart.php?id=cctv15
CCTV15,http://goo.bkpcp.top/mg/cctv15
CCTV15,http://113.25.252.226:9901/tsfile/live/1019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV15,http://211.23.95.147:18881/live/dtv26_h265.ts
CCTV15,http://39.134.24.24/PLTV/88888888/224/3221225636/index.m3u8
CCTV15,http://218.17.33.178:53290/tsfile/live/1015_1.m3u8?key=txiptv
CCTV15,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv15hd/50/index.m3u8?msisdn=20251207160324462bf0d27c924c9eb267e3b8c6bd419a&mdspid=&spid=699004&netType=0&sid=5501083628&pid=2028597139&timestamp=20251207160324&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=673168223&ParentNodeID=-99&assertID=5501083628&client_ip=218.28.233.106&SecurityKey=20251207160324&promotionId=&mvid=5102910391&mcid=500020&playurlVersion=WX-A1-8.11.2-RELEASE&userid=&jmhm=&videocodec=h264&appCode=miguvideo_android&bean=mgspad&tid=android&conFee=0&puData=6bf9e75a032a04b3e5f1c4eab0213699&ddCalcu=969bv6fa39a1ea2705baa0e342ca10f45be3&sv=10004&ct=android
CCTV16,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV16,https://smart.dxjc.pp.ua/smart.php?id=cctv16&token=tmxk
CCTV16,http://t.061899.xyz/tl/tl.php?id=cctv16
CCTV16,http://111.20.105.60:6060/yinhe/2/ch00000090990000002395/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV16,https://iptv.catvod.com/live.php?id=CCTV16
CCTV16,http://dl.wifi942.com:66/jsyd/jsyd.php?id=G_CCTV-16-4K
CCTV16-4K,http://sakura.dynv6.net:64785/rtp/239.111.205.134:5140
CCTV17,http://zteres.sn.chinamobile.com:6060/yinhe/2/ch00000090990000001295/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV17,https://smart.dxjc.pp.ua/smart.php?id=cctv17&token=tmxk
CCTV17,http://goo.bkpcp.top/mg/cctv17
CCTV17,http://genglei.8866.org:9901/tsfile/live/0019_1.m3u8?key=txiptv&playlive=1&authid=0
CCTV17,http://111.20.33.93/TVOD/88888893/224/3221226198/index.m3u8
CCTV17,http://218.17.33.178:53290/tsfile/live/1016_1.m3u8?key=txiptv
