# IPTV直播源列表
# 生成时间: 2025-12-12 21:05:12
# 格式: 频道名称,播放URL
# 按分组排列

# 频道分类: 4K频道,央视频道,卫视频道,北京专属频道,山东专属频道,港澳频道,广东频道,咪咕频道,影视频道,儿童频道,iHOT频道,综合频道,体育频道,剧场频道,音乐频道

#4K频道#,#genre#
4k超清车载劲爆,https://vd2.bdstatic.com/mda-ncg1mhvhiy7fkgzs/sc/cae_h264_delogo/1647481028509277070/mda-ncg1mhvhiy7fkgzs.mp4

#央视频道#,#genre#
CCTV1,http://221.198.198.213:8888/udp/225.1.1.120:5002
CCTV1,http://222.95.175.5:58888/udp/239.49.8.19:9614
CCTV1,http://bigy.timwin.top:5400/udp/239.3.1.129:8008
CCTV1,http://180.157.233.109:4022/udp/239.45.3.145:5140
CCTV1,http://220.176.219.18:9000/udp/239.252.219.200:5140
CCTV1,http://uo202.1985001.xyz:66/udp/239.93.0.184:5140
CCTV1,http://uo202.1985001.xyz:66/udp/239.93.42.59:5140
CCTV1,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
CCTV1,http://iptv.huuc.edu.cn/hls/cctv1hd.m3u8
CCTV1,https://www.freetv.top/migu/608807420.m3u8?migutoken=5b04cf0d91179ab2d3d71703f0a8bc3d32dd02f7d8fb55ee70e05c216b8a9d1a73d911fbde798459fb66d94934157c996f8306c0dd37917775f2ed73dcc22cf84b25ca500bff5c636ff48d6344
CCTV1,https://smart.pendy.dpdns.org/Smart.php?id=cctv1
CCTV1,http://[2409:8087:1:20:20::29]/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226895/1.m3u8?servicetype=1&accountinfo=%7E%7EV2.0%7EI0Rkc6neBYgfpoJ1yud8Fw%7EPepnxHHB2d6Hk2dZWM77MyFlBN5q1KnYLvimM9pqT7Epd7QgO4HFWH0z34SUb2Vs%7EExtInfo9bj61dxzlMXrsixrqcFYPg%3A20240420192714%2C%2C%2C20240420192714%2C%2C10001000275495%2C-1%2C0%2C1%2C-1%2C%2C2%2C2201300%2C%2C%2C2%2C%2C%2CEND&GuardEncType=2
CCTV2,http://223.240.163.85:8100/udp/238.1.78.235:7752
CCTV2,http://113.101.245.153:9988/udp/239.77.0.137:5146
CCTV2,http://113.101.245.153:9988/udp/239.77.1.158:5146
CCTV2,http://bigy.timwin.top:5400/udp/239.3.1.60:8084
CCTV2,http://222.95.175.5:58888/udp/239.49.8.50:9802
CCTV2,http://220.176.219.18:9000/udp/239.252.220.183:5140
CCTV2,http://221.198.198.213:8888/udp/225.1.1.133:5002
CCTV2,http://uo202.1985001.xyz:66/udp/239.93.1.23:6000
CCTV2,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225588
CCTV2,http://goo.bkpcp.top/mg/CCTV2
CCTV2,http://iptv.huuc.edu.cn/hls/cctv2hd.m3u8
CCTV2,https://smart.pendy.dpdns.org/Smart.php?id=cctv2
CCTV3,http://222.95.175.5:58888/udp/239.49.8.74:8000
CCTV3,http://220.176.219.18:9000/udp/239.252.219.252:5140
CCTV3,http://221.198.198.213:8888/udp/225.1.1.158:5002
CCTV3,http://bigy.timwin.top:5400/udp/239.3.1.172:8001
CCTV3,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226021
CCTV3,http://iptv.huuc.edu.cn/hls/cctv3hd.m3u8
CCTV3,http://[2409:8087:1a01:df::4041]:80/TVOD/88888888/224/3221225799/main.m3u8
CCTV3,https://smart.pendy.dpdns.org/Smart.php?id=cctv3
CCTV3,http://[2409:8087:1a01:df::4041]/TVOD/88888888/224/3221225799/main.m3u8
CCTV3,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226021/index.m3u8
CCTV3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226456/1.m3u8
CCTV3,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226471/1.m3u8
CCTV4,http://124.238.251.36:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-4H265_4000.m3u8
CCTV4,http://bigy.timwin.top:5400/udp/239.3.1.105:8092
CCTV4,http://113.101.245.153:9988/udp/239.77.0.78:5146
CCTV4,http://113.101.245.153:9988/udp/239.77.1.163:5146
CCTV4,http://180.157.233.109:4022/udp/239.45.0.2:5140
CCTV4,http://222.95.175.5:58888/udp/239.49.8.51:9806
CCTV4,http://220.176.219.18:9000/udp/239.252.220.184:5140
CCTV4,http://221.198.198.213:8888/udp/225.1.1.150:5002
CCTV4,http://uo202.1985001.xyz:66/udp/239.93.1.105:5140
CCTV4,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226428
CCTV4,http://z.b.bkpcp.top/m.php?id=CCTV-4国际
CCTV4,http://iptv.huuc.edu.cn/hls/cctv4hd.m3u8
CCTV5,http://180.157.233.109:4022/udp/239.45.1.69:5140
CCTV5,http://222.95.175.5:58888/udp/239.49.8.75:8000
CCTV5,http://113.101.245.153:9988/udp/239.77.0.170:5146
CCTV5,http://bigy.timwin.top:5400/udp/239.3.1.173:8001
CCTV5,http://220.176.219.18:9000/udp/239.252.219.236:5140
CCTV5,http://221.198.198.213:8888/udp/225.1.1.160:5002
CCTV5,http://uo202.1985001.xyz:66/udp/239.93.42.37:5140
CCTV5,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226019
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8
CCTV5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903
CCTV5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV5,https://smart.pendy.dpdns.org/Smart.php?id=cctv5
CCTV5+,http://222.95.175.5:58888/udp/239.49.8.18:9610
CCTV5+,http://220.176.219.18:9000/udp/239.252.219.72:5140
CCTV5+,http://221.198.198.213:8888/udp/225.1.1.121:5002
CCTV5+,http://bigy.timwin.top:5400/udp/239.3.1.130:8004
CCTV5+,http://uo202.1985001.xyz:66/udp/239.93.1.36:8004
CCTV5+,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225603
CCTV5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV5+,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus
CCTV5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV5+,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8
CCTV5+,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8
CCTV6,http://180.157.233.109:4022/udp/239.45.1.70:5140
CCTV6,http://222.95.175.5:58888/udp/239.49.8.76:8000
CCTV6,http://bigy.timwin.top:5400/udp/239.3.1.174:8001
CCTV6,http://220.176.219.18:9000/udp/239.252.219.237:5140
CCTV6,http://47.108.29.179:8888/edge-cache02.live3.omd.sc96655.com/live/CCTV-6H265_4000.m3u8
CCTV6,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226010
CCTV6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6
CCTV6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CCTV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8
CCTV7,http://221.198.198.213:8888/udp/225.1.1.138:5002
CCTV7,http://180.157.233.109:4022/udp/239.45.3.56:5140
CCTV7,http://223.240.163.85:8100/udp/238.1.78.239:7784
CCTV7,http://222.95.175.5:58888/udp/239.49.0.126:8000
CCTV7,http://bigy.timwin.top:5400/udp/239.3.1.61:8104
CCTV7,http://220.176.219.18:9000/udp/239.252.220.185:5140
CCTV7,http://uo202.1985001.xyz:66/udp/239.93.1.67:5140
CCTV7,http://47.108.29.179:8888/edge-cache02.live3.omd.sc96655.com/live/CCTV-7H265_4000.m3u8
CCTV7,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225733
CCTV7,http://goo.bkpcp.top/mg/CCTV7
CCTV7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8
CCTV7,https://smart.pendy.dpdns.org/Smart.php?id=cctv7
CCTV8,http://221.198.198.213:8888/udp/225.1.1.196:5002
CCTV8,http://113.101.245.153:9988/udp/239.77.0.172:5146
CCTV8,http://180.157.233.109:4022/udp/239.45.1.71:5140
CCTV8,http://222.95.175.5:58888/udp/239.49.8.77:8000
CCTV8,http://bigy.timwin.top:5400/udp/239.3.1.175:8001
CCTV8,http://220.176.219.18:9000/udp/239.252.219.253:5140
CCTV8,http://uo202.1985001.xyz:66/udp/239.93.42.39:5140
CCTV8,http://47.108.29.179:8888/edge-cache02.live3.omd.sc96655.com/live/CCTV-8H265_4000.m3u8
CCTV8,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226008
CCTV8,http://goo.bkpcp.top/mg/cctv8
CCTV8,http://iptv.huuc.edu.cn/hls/cctv8hd.m3u8
CCTV8,https://www.freetv.top/migu/624878356.m3u8?migutoken=170b73b07e0cf0d307afea3545da5b9609d7c15461a2f4ac0f43634101df9baf391a446b91e5f84446b6a3b0934bb4730e2f3c4a32a565f904f22c8ff745a094d45dfd49c54f31b0b78156a080
CCTV9,http://221.198.198.213:8888/udp/225.1.1.119:5002
CCTV9,http://bigy.timwin.top:5400/udp/239.3.1.62:8112
CCTV9,http://180.157.233.109:4022/udp/239.45.3.4:5140
CCTV9,http://222.95.175.5:58888/udp/239.49.8.53:9814
CCTV9,http://223.240.163.85:8100/udp/238.1.78.240:7792
CCTV9,http://220.176.219.18:9000/udp/239.252.220.186:5140
CCTV9,http://113.101.245.153:9988/udp/239.77.1.160:5146
CCTV9,http://47.108.29.179:8888/edge-cache02.live3.omd.sc96655.com/live/CCTV-9H265_4000.m3u8
CCTV9,http://uo202.1985001.xyz:66/udp/239.93.1.24:5140
CCTV9,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225734
CCTV9,http://iptv.huuc.edu.cn/hls/cctv9hd.m3u8
CCTV9,https://www.freetv.top/migu/673168140.m3u8?migutoken=749c49cdc31bb395e0349adc81010adc8707f80e51e9d3491ad67bfa71388ad768f7b52c8064338a7ef45eb7ddb192fb4937b21681c82499a0c16653ad9a9bec98ff5ce6ab183e4029bbdf269e
CCTV10,http://221.198.198.213:8888/udp/225.1.1.140:5002
CCTV10,http://180.157.233.109:4022/udp/239.45.3.8:5140
CCTV10,http://113.101.245.153:9988/udp/239.77.0.134:5146
CCTV10,http://113.101.245.153:9988/udp/239.77.1.113:5146
CCTV10,http://222.95.175.5:58888/udp/239.49.8.54:9818
CCTV10,http://bigy.timwin.top:5400/udp/239.3.1.63:8116
CCTV10,http://220.176.219.18:9000/udp/239.252.220.91:5140
CCTV10,http://uo202.1985001.xyz:66/udp/239.93.1.28:5140
CCTV10,http://47.108.29.179:8888/edge-cache02.live3.omd.sc96655.com/live/CCTV-10H265_4000.m3u8
CCTV10,http://z.b.bkpcp.top/m.php?id=CCTV-10科教科教
CCTV10,http://goo.bkpcp.top/mg/cctv10
CCTV10,http://iptv.huuc.edu.cn/hls/cctv10hd.m3u8
CCTV11,http://221.198.198.213:8888/udp/225.1.2.192:5002
CCTV11,http://223.240.163.85:8100/udp/238.1.78.206:7502
CCTV11,http://bigy.timwin.top:5400/udp/239.3.1.152:8120
CCTV11,http://222.95.175.5:58888/udp/239.49.0.127:8000
CCTV11,http://220.176.219.18:9000/udp/239.252.219.78:5140
CCTV11,http://uo202.1985001.xyz:66/udp/239.93.0.102:5140
CCTV11,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226565
CCTV11,http://iptv.huuc.edu.cn/hls/cctv11hd.m3u8
CCTV11,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV11,https://smart.pendy.dpdns.org/Smart.php?id=cctv11
CCTV11,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225597/index.m3u8
CCTV11,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225597/index.m3u8
CCTV12,http://223.240.163.85:8100/udp/238.1.78.242:7808
CCTV12,http://113.101.245.153:9988/udp/239.77.1.109:5146
CCTV12,http://113.101.245.153:9988/udp/239.77.0.136:5146
CCTV12,http://180.157.233.109:4022/udp/239.45.3.10:5140
CCTV12,http://221.198.198.213:8888/udp/225.1.1.142:5002
CCTV12,http://bigy.timwin.top:5400/udp/239.3.1.64:8124
CCTV12,http://222.95.175.5:58888/udp/239.49.8.55:9822
CCTV12,http://220.176.219.18:9000/udp/239.252.220.187:5140
CCTV12,http://uo202.1985001.xyz:66/udp/239.93.1.30:8124
CCTV12,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225731
CCTV12,http://z.b.bkpcp.top/m.php?id=CCTV-12社会与法社会与法
CCTV12,http://iptv.huuc.edu.cn/hls/cctv12hd.m3u8
CCTV13,http://223.240.163.85:8100/udp/238.1.79.35:4392
CCTV13,http://bigy.timwin.top:5400/udp/239.3.1.124:8128
CCTV13,http://221.198.198.213:8888/udp/225.1.2.193:5002
CCTV13,http://222.95.175.5:58888/udp/239.49.8.109:8000
CCTV13,http://113.101.245.153:9988/udp/239.253.43.196:5146
CCTV13,http://220.176.219.18:9000/udp/239.252.219.139:5140
CCTV13,http://144.255.32.94:8288/rtp/239.21.2.3:5002
CCTV13,http://uo202.1985001.xyz:66/udp/239.93.0.66:5140
CCTV13,https://event.pull.hebtv.com/jishi/cp1.m3u8
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13
CCTV13,http://j.x.bkpcp.top/jx/CCTV13HD
CCTV13,http://ali-m-l.cztv.com/channels/lantian/channel21/1080p.m3u8
CCTV14,http://124.238.251.36:2380/hw1live.rxip.sc96655.com.huan.tv/live/CCTV-14H265_4000.m3u8
CCTV14,http://221.198.198.213:8888/udp/225.1.1.144:5002
CCTV14,http://223.240.163.85:8100/udp/238.1.78.243:7816
CCTV14,http://bigy.timwin.top:5400/udp/239.3.1.65:8132
CCTV14,http://180.157.233.109:4022/udp/239.45.3.23:5140
CCTV14,http://222.95.175.5:58888/udp/239.49.8.56:9826
CCTV14,http://220.176.219.18:9000/udp/239.252.220.92:5140
CCTV14,http://183.220.107.138:4022/rtp/239.11.0.114:5140
CCTV14,http://uo202.1985001.xyz:66/udp/239.93.1.29:6000
CCTV14,https://event.pull.hebtv.com/jishi/cp2.m3u8#rtsp://103.251.96.71/PLTV/88888888/224/3221225783/10000100000000060000000000726027_0.smil?icpid=SSPID&amp;accounttype=1&amp;limitflux=-1&amp;limitdur=-1&amp;accountinfo=:20240213104135
CCTV14,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225732
CCTV14,http://iptv.huuc.edu.cn/hls/cctv14hd.m3u8
CCTV15,http://113.101.245.153:9988/udp/239.77.1.239:5146
CCTV15,http://222.95.175.5:58888/udp/239.49.0.128:8000
CCTV15,http://223.240.163.85:8100/udp/238.1.78.222:7648
CCTV15,http://bigy.timwin.top:5400/udp/239.3.1.153:8136
CCTV15,http://220.176.219.18:9000/udp/239.252.219.79:5140
CCTV15,http://uo202.1985001.xyz:66/udp/239.93.0.103:5140
CCTV15,http://47.108.29.179:8888/edge-cache02.live3.omd.sc96655.com/live/CCTV-15-yyH265_4000.m3u8
CCTV15,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225641/index.m3u8
CCTV15,https://www.freetv.top/migu/673168223.m3u8?migutoken=4e8d5766579c6bef231494cabd07e5b49d965804790214280c9791e4c331fd90311cb62ea43d3a1899229bfa57be4afe5a567b32a6b78153fc9a9801e28a39435e078b48c211e71d6083519be4
CCTV15,https://smart.pendy.dpdns.org/Smart.php?id=cctv15
CCTV15,http://[2409:8087:1a01:df::4033]:80/TVOD/88888888/224/3221226127/main.m3u8
CCTV15,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225601/index.m3u8
CCTV16,http://222.95.175.5:58888/udp/239.49.0.109:8000
CCTV16,http://221.198.198.213:8888/udp/225.1.2.237:5002
CCTV16,http://113.101.245.153:9988/udp/239.77.0.165:5146
CCTV16,http://bigy.timwin.top:5400/udp/239.3.1.184:8001
CCTV16,http://220.176.219.18:9000/udp/239.252.220.237:5140
CCTV16,http://uo202.1985001.xyz:66/udp/239.93.42.54:5140
CCTV16,http://222.95.175.5:58888/udp/239.49.8.31:8000
CCTV16,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226100
CCTV16,http://livetv.wqwqwq.sbs/gaoma/cctv4k16.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226100/index.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226100/index.m3u8
CCTV16,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226100/index.m3u8
CCTV17,http://221.198.198.213:8888/udp/225.1.2.52:5002
CCTV17,http://223.240.163.85:8100/udp/238.1.78.178:7296
CCTV17,http://bigy.timwin.top:5400/udp/239.3.1.151:8144
CCTV17,http://222.95.175.5:58888/udp/239.49.8.52:9810
CCTV17,http://180.157.233.109:4022/udp/239.45.3.52:5140
CCTV17,http://220.176.219.18:9000/udp/239.252.220.192:5140
CCTV17,http://113.101.245.153:9988/udp/239.77.1.121:5146
CCTV17,http://uo202.1985001.xyz:66/udp/239.93.0.92:5140
CCTV17,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225765
CCTV17,http://[2409:8087:1a01:df::4025]:80/TVOD/88888888/224/3221225708/main.m3u8
CCTV17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8
CCTV17,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3
CETV1,http://180.157.233.109:4022/udp/239.45.1.125:5140
CETV1,http://113.101.245.153:9988/udp/239.77.1.222:5146
CETV1,http://223.240.163.85:8100/udp/238.1.78.158:7136
CETV1,http://113.101.245.153:9988/udp/239.77.0.200:5146
CETV1,http://222.95.175.5:58888/udp/239.49.8.115:8000
CETV1,http://117.174.25.254:8188/rtp/239.0.0.51:5140
CETV1,http://220.176.219.18:9000/udp/239.252.220.198:5140
CETV1,http://183.184.47.145:8001/rtp/226.0.2.181:9360
CETV1,http://bigy.timwin.top:5400/udp/239.3.1.57:8152
CETV1,http://uo202.1985001.xyz:66/udp/239.93.1.111:5140
CETV1,http://144.255.32.94:8288/rtp/239.21.2.7:5002
CETV1,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225652/index.m3u8
CETV2,http://bigy.timwin.top:5400/udp/239.3.1.54:4120
CETV2,http://[2409:8087:1a0b:df::4013]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV2,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226537/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7E7AxXs4eTU2oiWrhopr9sHw%7E_eNUbgU9sJGUcVVduOMKhafLvQUgE_zlz_7pvDimJNNxsM0Bor098BJglrhfEQTl%2CEND
CETV2,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226718/1.m3u8
CETV2,https://mursor.ottiptv.cc/migu/923287211.m3u8?migutoken=58dbb8ad5ad539c0da365c819615222219346bbe2fa8d6e4231da9ad89c4faf34adbae451bebfa99d9b8c9eda32e04a0066231dfd40496610efa4bee9ad5f110baee36b6f4098850d6b507505f
CETV2,https://migu.188766.xyz/?migutoken=98daa3ba4c81372351b73d9075023b9b&id=CETV2&type=yy
CETV2,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227329/index.m3u8
CETV2,https://cc06.tv12.xyz/24.m3u8
CETV2,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV2,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226425/index.m3u8
CETV2,http://gslbmgsplive.miguvideo.com/migu/kailu/cetv2/50/20240709/index.m3u8?msisdn=20250903090033bf55eab2bb984fe0b4ac863e60d28ac6&mdspid=&spid=699004&netType=0&sid=5910022152&pid=2028597139&timestamp=20250903090033&Channel_ID=0116_2600037000-99000-200300220100002&ProgramID=923287211&ParentNodeID=-99&assertID=5910022152&client_ip=106.13.250.83&SecurityKey=20250903090033&promotionId=&mvid=5900006638&mcid=500020&playurlVersion=WX-A1-8.8.1-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=ebfbdc6c83654112720d2b5599373223&ddCalcu=3e2bv2fa3ba7da3c969c5853b625d4012172&sv=10004&ct=android
CETV2,https://mgtv.ottiptv.cc/migu/923287211.m3u8?migutoken=00aab7aff206f0f644ade68e07b27f8eaad77c306b0797069a2afc16b1625bd8f8df0c95cd63abb29038dd1116430e1a12737db6b7d1b58968f61142beb575e713c52b6dd7c0422f3b7303db35
CETV4,https://satellitepull.cnr.cn/live/wx32nmgyygb/playlist.m3u8
CETV4,http://117.174.25.254:8188/rtp/239.0.0.98:5140
CETV4,http://222.95.175.5:58888/udp/239.49.0.125:8000
CETV4,http://[2409:8087:1a0b:df::4020]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV4,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226997/1.m3u8?GuardEncType=2&accountinfo=%7E%7EV2.0%7EAw_OvjRgJVjtlaOa0dcgzg%7EtP4-l0lmSfjwLWEfK_el1vH_mv-s1zo4AQJwdedaVwG9xkuFTDg8J26cwOrNJzn20BErrHdLhuZ9EzLUCD3PMW-OMx4MGteHV2vLeW6BqoY%2CEND
CETV4,http://rrs01.hw.gmcc.net:8088/PLTV/81/224/3221226724/1.m3u8
CETV4,https://mursor.ottiptv.cc/migu/923287339.m3u8?migutoken=165b545b4402eaba61cdc31defb6548a443d9b5eebb1d99392852bd799c553e8817e85eb324c512581ca9a1ed8e56e530144f79606cf44fe5b2d5e97b6da577e0f2adae2a90c2a55089c95880b
CETV4,https://migu.188766.xyz/?migutoken=d5d19d868e1df41e984866fc7ca15071&id=CETV4&type=yy
CETV4,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227331/index.m3u8
CETV4,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV4,http://[2409:8087:1a0a:df::4031]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225783/index.m3u8
CETV4,http://sxydajtvlive.sx.chinamobile.com/PLTV/-/224/3221225748/1.m3u8
CCTV5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8
